+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                   ;
+---------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                               ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|cpu_peripheral_bridge                                                                                ; 87    ; 0              ; 0            ; 0              ; 83     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb                       ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                       ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                      ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                      ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_msb                      ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                      ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                     ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                     ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|ws_dgrp|dffpipe17                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|ws_dgrp                                  ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wraclr                                   ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rs_dgwp|dffpipe12                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rs_dgwp                                  ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|fifo_ram                                 ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|wrptr_g1p                                ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated|rdptr_g1p                                ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo|dcfifo_component|auto_generated                                          ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance|adc_fifo                                                                          ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|ADC_Instance                                                                                   ; 7     ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb_mux                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_msb_mux                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdemp_eq_comp_lsb_mux                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_msb                       ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp_lsb                       ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_msb                      ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrfull_eq_comp1_lsb                      ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_msb                      ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp_lsb                      ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_msb                     ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdempty_eq_comp1_lsb                     ; 10    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|ws_dgrp|dffpipe17                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|ws_dgrp                                  ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wraclr                                   ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rs_dgwp|dffpipe12                        ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rs_dgwp                                  ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|fifo_ram                                 ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|wrptr_g1p                                ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated|rdptr_g1p                                ; 3     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo|dcfifo_component|auto_generated                                          ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance|dac_fifo                                                                          ; 37    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio|DAC_Instance                                                                                   ; 38    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|audio                                                                                                ; 27    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_audio                                                                                         ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0                                                                                                      ; 20    ; 1              ; 0            ; 1              ; 84     ; 1               ; 1             ; 1               ; 17    ; 0              ; 0            ; 0                ; 0                 ;
+---------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
